mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-4360,NaCdF3,10,Na1 Cd1 F3,5.987616054,5.987616657,5.987616973,57.13239183,57.13238765,57.1323863,trig,R3c,0,-4.269607992,-2.662374418,0,TRUE,4.507306172,3.482,TRUE,141.76141,,
mp-976293,NaCdO3,5,Na1 Cd1 O3,4.256636,4.256636,4.256636,90,90,90,cubic,Pm-3m,2.1038432,-4.037286258,-0.608163461,0.474396422,FALSE,3.948630056,0,FALSE,77.12577501,,
mp-1180278,NaClO3,20,Na1 Cl1 O3,8.44676,8.48323538,8.515754858,70.41140627,70.12355986,70.47163968,tri,P1,12,-4.307619072,-0.700790981,0.41308131,FALSE,1.350098754,1.2022,FALSE,523.6635832,,
mp-1180505,NaClO3,20,Na1 Cl1 O3,7.682388812,7.682388812,7.682389176,86.76561612,86.76561612,86.76560981,trig,R3,11.9999999,-4.018776614,-0.411948523,0.701923768,FALSE,1.566512979,0.6227,FALSE,451.3193064,,
mp-23330,NaClO3,20,Na1 Cl1 O3,6.689606,6.689606,6.689606,90,90,90,cubic,P2_13,0.0003998,,,,FALSE,2.361654107,5.6332,FALSE,299.3654104,,
mp-2720358,NaClO3,20,Na1 Cl1 O3,6.67544456,6.67544456,6.67544456,90,90,90,cubic,P2_13,0,-4.690814744,-1.083986653,0.029885638,FALSE,2.376716216,5.6459,FALSE,297.4682238,"{'voigt': 25.827, 'reuss': 25.827, 'vrh': 25.827}","{'voigt': 14.536, 'reuss': 14.369, 'vrh': 14.452}"
mp-555726,NaClO3,20,Na1 Cl1 O3,7.239993,7.239993,7.239993,90,90,90,cubic,P2_13,0.0009456,-4.652248139,-1.045420048,0.068452243,FALSE,1.862959744,5.7061,FALSE,379.5023232,,
mp-630949,NaClO3,20,Na1 Cl1 O3,5.90083,6.842051,9.181822617,75.31584662,90,90,mono,P2_1/c,8.0004817,-4.147860032,-0.541031941,0.57284035,FALSE,1.971566353,0,FALSE,358.5968842,,
mp-655586,NaClO3,20,Na1 Cl1 O3,7.294636,7.301923935,7.308964538,87.77943299,88.27086094,87.96063604,tri,P1,11.9999991,-4.210197827,-0.603369736,0.510502555,FALSE,1.819295168,0,TRUE,388.6106904,,
mp-1078336,NaCoF3,10,Na1 Co1 F3,5.181276045,5.181276045,7.43604541,90,90,145.8479615,ortho,Cmcm,6.0000002,-5.435106413,-2.593191533,0.005047058,FALSE,4.116776965,2.2744,FALSE,112.0677932,,
mp-21404,NaCoF3,20,Na1 Co1 F3,5.36910055,5.57463889,7.70449501,90,90,90,ortho,Pnma,11.9999999,-5.440153471,-2.598238591,0,TRUE,4.001342241,2.9522,FALSE,230.6016741,,
mp-1186126,NaCoO3,5,Na1 Co1 O3,3.763369,3.763369,3.763369,90,90,90,cubic,Pm-3m,4.0980843,-5.723174786,-1.059370683,0.222207793,FALSE,4.047609362,0,FALSE,53.30039279,,
mp-1076642,NaCrO3,5,Na1 Cr1 O3,3.74807,3.74807,3.74807,90,90,90,cubic,Pm-3m,1.0000756,-6.875870178,-1.708139925,0.296446778,FALSE,3.878598958,0,FALSE,52.65299502,,
mp-17869,NaCuF3,20,Na1 Cu1 F3,5.338206053,5.526096219,7.844604443,89.35495005,87.58387967,86.7059861,tri,P-1,0.0025739,-7.070884034,-2.314495994,0,TRUE,4.130392555,0.0809,FALSE,230.8146691,,
mp-505085,NaCuF3,20,Na1 Cu1 F3,5.51324215,5.289499069,9.31335085,57.61218005,90,90,mono,P2_1/c,3.9978767,-7.066572782,-2.310184742,0.004311252,FALSE,4.156783726,0,FALSE,229.3492406,,
mp-1078217,NaFeF3,10,Na1 Fe1 F3,5.300297342,5.300297342,7.3093313,90,90,145.9062102,ortho,Cmcm,7.9999997,-5.848301255,-2.739065477,0,TRUE,3.91906841,2.2462,FALSE,115.1043885,,
mp-505066,NaFeF3,20,Na1 Fe1 F3,5.40024129,5.67492859,7.75734924,90,90,90,ortho,Pnma,16.0000008,-5.847886418,-2.738650639,0.000414838,FALSE,3.795052706,1.8013,TRUE,237.7315983,,
mp-1186134,NaFeO3,5,Na1 Fe1 O3,3.830481,3.830481,3.830481,90,90,90,cubic,Pm-3m,4.8108835,-6.223837712,-1.292712711,0.145586835,FALSE,3.747324649,0,FALSE,56.20305688,,
mp-754915,NaFeO3,10,Na1 Fe1 O3,5.081973297,5.081823001,6.026080112,65.06173316,89.99959398,59.99876032,trig,R-3,5.00E-07,-6.314208284,-1.383083283,0.055216263,FALSE,3.578075455,0,FALSE,117.7231185,,
mp-13674,NaGeAu3,40,Na1 Ge1 Au3,9.08579863,9.08579863,9.08579863,90,90,90,cubic,Pa-3,4.00E-07,-34.10458414,-0.266376418,0,TRUE,12.15931057,0.0512,FALSE,750.0484566,,
mp-1186133,NaGeO3,5,Na1 Ge1 O3,3.764763,3.764763,3.764763,90,90,90,cubic,Pm-3m,0.442854,-5.856373396,-1.694647066,0.234104382,FALSE,4.46966725,0,FALSE,53.35964417,,
mp-608490,NaHgCl3,20,Na1 Hg1 Cl3,4.197563,7.490832,18.240625,90,90,90,ortho,Pnma,5.19E-05,-15.4480883,-1.170227545,0.055224329,FALSE,3.820985976,2.5331,TRUE,573.5443358,,
mp-22989,NaIO3,20,Na1 I1 O3,5.71285073,6.37266126,8.00742924,90,90,90,ortho,Pnma,0,-4.860507161,-1.318583879,0,TRUE,4.508908999,3.6962,FALSE,291.5189696,,
mp-545825,NaIO3,5,Na1 I1 O3,4.535083844,4.535083844,5.992743,90,90,128.2781516,ortho,Cmmm,0.0004339,-3.82985387,-0.287930588,1.030653291,FALSE,3.396294554,0,FALSE,96.75489602,,
mp-559252,NaIO3,20,Na1 I1 O3,5.566224,7.421278,8.59996,90,90,90,ortho,Pna2_1,0.0025301,-4.727220109,-1.185296827,0.133287052,FALSE,3.700006434,3.3956,FALSE,355.2514108,,
mp-1186138,NaInO3,5,Na1 In1 O3,4.238881,4.238881,4.238881,90,90,90,cubic,Pm-3m,1.9997622,-4.962980384,-1.174024877,0.409093491,FALSE,4.050933239,0,FALSE,76.16468912,,
mp-1079568,NaIrO3,10,Na1 Ir1 O3,5.300271506,5.300271506,7.161737932,89.99755849,90.00244151,146.2510454,ortho,Cmcm,0.6267535,-6.476679781,-1.471872186,0,TRUE,7.820444002,0,FALSE,111.7742506,,
mp-975990,NaLiO3,5,Na1 Li1 O3,3.837825,3.837825,3.837825,90,90,90,cubic,Pm-3m,4.0004297,-4.35389962,-0.734994288,0.469173151,FALSE,2.289246331,0,FALSE,56.52694345,"{'voigt': 49.933, 'reuss': 49.933, 'vrh': 49.933}","{'voigt': 19.044, 'reuss': 7.079, 'vrh': 13.061}"
mp-12948,NaMgF3,10,Na1 Mg1 F3,2.9723323,5.169685079,7.29113575,90,90,106.70698,ortho,Cmcm,2.30E-06,-6.897936206,-3.47704665,0.031401028,FALSE,3.227720226,6.6207,TRUE,107.3064405,,
mp-2955,NaMgF3,20,Na1 Mg1 F3,5.29698319,5.47126659,7.59868745,90,90,90,ortho,Pnma,0,-6.929337234,-3.508447677,0,TRUE,3.145550165,6.7529,TRUE,220.2191351,"{'voigt': 69.298, 'reuss': 68.994, 'vrh': 69.146}","{'voigt': 41.921, 'reuss': 41.583, 'vrh': 41.752}"
mp-560399,NaMgF3,5,Na1 Mg1 F3,3.950839,3.950839,3.950839,90,90,90,cubic,Pm-3m,0.0002246,-6.887689431,-3.466799875,0.041647802,FALSE,2.808171843,5.9262,FALSE,61.66915483,"{'voigt': 71.171, 'reuss': 71.171, 'vrh': 71.171}","{'voigt': 43.454, 'reuss': 41.514, 'vrh': 42.484}"
mp-23730,NaMgH3,20,Na1 Mg1 H3,5.31825568,5.42821054,7.61022894,90,90,90,ortho,Pnma,0,-2.928579683,-0.297041662,0,TRUE,1.521296714,3.103,TRUE,219.696743,,
mp-976775,NaMgO3,5,Na1 Mg1 O3,4.017664,4.017664,4.017664,90,90,90,cubic,Pm-3m,3,-4.949683258,-1.386468496,0.372954516,FALSE,2.439996011,0,FALSE,64.85162171,"{'voigt': 67.537, 'reuss': 67.537, 'vrh': 67.537}","{'voigt': 24.672, 'reuss': -3.24, 'vrh': 10.716}"
mp-27176,NaMnCl3,10,Na1 Mn1 Cl3,7.24814101,7.248141219,7.248140997,53.94276245,53.94276057,53.94276353,trig,R-3,10.0000003,-9.105281022,-1.764314634,0.004151162,FALSE,2.647732669,0.2729,TRUE,231.1528336,,
mp-560242,NaMnF3,20,Na1 Mn1 F3,5.48554473,5.72833986,7.94483284,90,90,90,ortho,Pnma,19.9999972,-6.213123988,-2.965489393,0,TRUE,3.58973057,2.7474,TRUE,249.650995,,
mp-1040471,NaMoO3,5,Na1 Mo1 O3,3.948882,3.948882,3.948882,90,90,90,cubic,Pm-3m,1.0003638,-7.421171806,-2.014921025,0.096339849,FALSE,4.501484286,0,FALSE,61.57755903,,
mp-998627,NaMoO3,10,Na1 Mo1 O3,5.540828952,5.540828952,5.540828988,59.82848922,59.82848922,59.82847977,trig,R3c,2.0013502,-7.429267823,-2.023017042,0.088243832,FALSE,4.626929679,0,FALSE,119.8161345,,
mp-1173585,NaNO3,20,Na1 N1 O3,5.184663,6.490415882,8.932245574,102.8579834,90.69997273,112.6384976,tri,P1,0,-6.255033536,-1.350257228,0.012939741,FALSE,2.099817008,2.7742,FALSE,268.8557493,,
mp-1220986,NaNO3,5,Na1 N1 O3,4.066763369,4.066763369,4.066764011,75.98976215,75.98976215,75.98975768,trig,R32,0,-6.249700839,-1.344924531,0.018272438,FALSE,2.272660521,2.8579,FALSE,62.10209026,,
mp-4531,NaNO3,10,Na1 N1 O3,6.168633246,6.168633278,6.168632823,48.31173923,48.31173643,48.31173891,trig,R-3c,0,-6.267973277,-1.363196969,0,TRUE,2.352161255,2.9451,FALSE,120.0062015,,
mp-674297,NaNO3,40,Na1 N1 O3,5.129242,6.47355893,17.70518524,82.52805993,81.80349083,66.8892943,tri,P1,0.0001924,-6.258526455,-1.353750147,0.009446822,FALSE,2.116737434,2.5714,FALSE,533.4132294,,
mp-1078295,NaNbO3,10,Na1 Nb1 O3,5.380428943,5.38042873,6.025465474,63.482311,63.48231063,59.99998666,trig,R-3,0,-8.099062602,-2.841680835,0.00314193,FALSE,4.20510283,3.8374,FALSE,129.4393886,,
mp-1105765,NaNbO3,20,Na1 Nb1 O3,5.562819,5.611539,7.90948,90,90,90,ortho,Pnma,0.0002109,-8.07698637,-2.819604603,0.025218162,FALSE,4.409082467,1.865,FALSE,246.902136,"{'voigt': 111.645, 'reuss': 110.723, 'vrh': 111.184}","{'voigt': 85.913, 'reuss': 83.041, 'vrh': 84.477}"
mp-1188528,NaNbO3,20,Na1 Nb1 O3,5.46380577,5.55560515,7.91780312,90,90,90,ortho,Pna2_1,0,-8.099323948,-2.841942181,0.002880584,FALSE,4.529411164,2.3501,TRUE,240.3429143,,
mp-1189194,NaNbO3,20,Na1 Nb1 O3,5.626237,5.679295,7.888613,90,90,90,ortho,Pnma,0.0012165,-8.072661722,-2.815279955,0.02954281,FALSE,4.318768925,1.6607,FALSE,252.0653218,,
mp-1190015,NaNbO3,20,Na1 Nb1 O3,5.52130513,5.58318855,7.80092354,90,90,90,ortho,Pmn2_1,0,-8.098559642,-2.841177875,0.00364489,FALSE,4.526921926,2.2326,TRUE,240.4750726,,
mp-1194823,NaNbO3,120,Na1 Nb1 O3,5.63061416,5.64571163,47.84336804,90,90,90,ortho,Pnma,2.98E-05,-8.077170566,-2.819788799,0.025033966,FALSE,4.294653347,1.7196,TRUE,1520.884399,,
mp-1195803,NaNbO3,60,Na1 Nb1 O3,5.613677,5.653924,23.805242,90,90,90,ortho,Pnma,9.20E-05,-8.076850097,-2.819468331,0.025354435,FALSE,4.322393844,1.6548,TRUE,755.5617916,,
mp-1198142,NaNbO3,120,Na1 Nb1 O3,7.94730459,7.93582613,23.77232728,90,90,90,ortho,Pmmn,2.00E-05,-8.073842632,-2.816460865,0.0283619,FALSE,4.356529072,1.7321,TRUE,1499.283298,,
mp-1199037,NaNbO3,40,Na1 Nb1 O3,5.691951,5.703243,15.991218,90,90,90,ortho,P222_1,0.0016615,-8.059723845,-2.802342079,0.042480687,FALSE,4.194097208,1.7575,TRUE,519.1161888,,
mp-1199593,NaNbO3,80,Na1 Nb1 O3,7.90732,7.952663,15.940201,90,90,90,ortho,Pmmn,0.0006578,-8.069500855,-2.812119088,0.032703677,FALSE,4.344075585,1.6316,TRUE,1002.387604,,
mp-1203293,NaNbO3,120,Na1 Nb1 O3,7.92643002,7.96962381,23.703308,90,90,90,ortho,Pnma,7.00E-07,-8.077633764,-2.820251997,0.024570768,FALSE,4.362143096,1.8049,TRUE,1497.353739,,
mp-1977728,NaNbO3,10,Na1 Nb1 O3,5.61558468,5.61558468,5.61558468,89.23746549,60.12555079,119.2479848,ortho,Imma,0.0006232,-8.072796319,-2.815414552,0.029408213,FALSE,4.318768371,1.6644,TRUE,126.0326771,,
mp-3136,NaNbO3,5,Na1 Nb1 O3,4.009335,4.009335,4.009335,90,90,90,cubic,Pm-3m,0.0005892,-8.057865508,-2.800483741,0.044339024,FALSE,4.222756529,1.5249,FALSE,64.44912652,"{'voigt': 176.561, 'reuss': 176.561, 'vrh': 176.561}","{'voigt': 108.451, 'reuss': 91.726, 'vrh': 100.088}"
mp-3671,NaNbO3,40,Na1 Nb1 O3,5.5248728,5.6112517,15.54671286,90,90,90,ortho,Pbcm,0,-8.100463425,-2.843081658,0.001741107,FALSE,4.517336614,2.3565,TRUE,481.9706708,"{'voigt': 103.035, 'reuss': 100.95, 'vrh': 101.993}","{'voigt': 63.342, 'reuss': 54.969, 'vrh': 59.156}"
mp-4419,NaNbO3,10,Na1 Nb1 O3,5.573516,5.573516,4.01795,90,90,90,tet,P4/mbm,1.92E-05,-8.071345507,-2.81396374,0.030859025,FALSE,4.360939292,1.5604,FALSE,124.8139227,"{'voigt': 136.407, 'reuss': 124.87, 'vrh': 130.639}","{'voigt': 106.456, 'reuss': 93.36, 'vrh': 99.908}"
mp-4514,NaNbO3,10,Na1 Nb1 O3,5.617198572,5.617198085,5.617198165,58.72980802,58.72981109,58.72980534,trig,R3c,0,-8.102204532,-2.844822765,0,TRUE,4.472888253,2.5048,FALSE,121.6900376,,
mp-4681,NaNbO3,20,Na1 Nb1 O3,5.53000775,5.60546511,7.79067262,90,90,90,ortho,Pmc2_1,0,-8.099796757,-2.84241499,0.002407775,FALSE,4.507759327,2.3684,TRUE,241.4973383,"{'voigt': 95.333, 'reuss': 90.148, 'vrh': 92.741}","{'voigt': 59.193, 'reuss': 50.747, 'vrh': 54.97}"
mp-4748,NaNbO3,20,Na1 Nb1 O3,5.581053515,5.581053515,7.944256,90,90,90.60105371,ortho,Cmcm,0.0003101,-8.075503793,-2.818122026,0.026700739,FALSE,4.399581445,1.681,FALSE,247.4353283,"{'voigt': 125.789, 'reuss': 123.897, 'vrh': 124.843}","{'voigt': 77.162, 'reuss': -194.397, 'vrh': -58.617}"
mp-558920,NaNbO3,40,Na1 Nb1 O3,5.50155075,5.59235205,15.6835549,90,90,90,ortho,Pca2_1,0,-8.100389332,-2.843007566,0.001815199,FALSE,4.512102215,2.4098,TRUE,482.5297953,,
mp-559354,NaNbO3,20,Na1 Nb1 O3,4.040949341,4.040949341,15.956757,90,90,90.47144013,ortho,Cmcm,0.0008592,-8.063036807,-2.80565504,0.039167725,FALSE,4.178075921,2.0583,TRUE,260.5533982,,
mp-1078237,NaNiF3,10,Na1 Ni1 F3,2.99466387,5.175339021,7.31394038,90,90,106.8172885,ortho,Cmcm,4.0000002,-7.537090187,-2.553717915,0.005519015,FALSE,4.244555613,5.1242,FALSE,108.5064665,,
mp-561480,NaNiF3,20,Na1 Ni1 F3,5.295510731,5.52379538,7.609582551,90.00064139,90.00141003,90.00101808,ortho,Pnma,7.9999986,-7.542609201,-2.55923693,0,TRUE,4.138200964,0,FALSE,222.5903167,,
mp-1186154,NaNiO3,5,Na1 Ni1 O3,3.821156,3.821156,3.821156,90,90,90,cubic,Pm-3m,2.9299628,-5.138825782,-0.745677687,0.320827804,FALSE,3.859600732,0,FALSE,55.79358976,,
mp-1040464,NaOsO3,5,Na1 Os1 O3,3.876674,3.876674,3.876674,90,90,90,cubic,Pm-3m,0.0034918,-7.098090474,-1.615496229,0.035054636,FALSE,7.445164566,0,FALSE,58.26098792,,
mp-1105218,NaOsO3,20,Na1 Os1 O3,5.400181319,7.563733216,5.301335821,89.99944685,90.00159102,89.99043966,ortho,Pnma,6.2211615,-7.133145111,-1.650550866,0,TRUE,8.012762741,0,FALSE,216.5358725,,
mp-998624,NaOsO3,10,Na1 Os1 O3,5.36963185,5.36963185,5.3696314,60.18851187,60.18851187,60.18850953,trig,R-3c,3.3692926,-7.123658052,-1.641063807,0.009487059,FALSE,7.890665365,0,FALSE,109.9432362,,
mp-35683,NaPF3,5,Na1 P1 F3,5.191036,5.193018993,5.339904183,95.77567692,115.570087,116.6093851,tri,P1,1.0000182,-6.511507746,-2.124063644,0.448690176,FALSE,1.704289928,0.9889,FALSE,108.1103168,,
mp-4734,NaPO3,40,Na1 P1 O3,6.14007416,6.915117821,13.67600088,61.59664818,90,90,mono,P2_1/c,0,-6.953712387,-2.633496923,0.012073411,FALSE,2.651847224,5.2087,FALSE,510.7728274,,
mp-555118,NaPO3,60,Na1 P1 O3,7.61998559,7.88601616,13.12362076,90,90,90,ortho,Pnma,0,-6.956924664,-2.6367092,0.008861134,FALSE,2.576333377,5.081,FALSE,788.6158193,,
mp-558192,NaPO3,40,Na1 P1 O3,5.95087608,7.597080671,13.07320692,58.77843958,90,90,mono,P2_1/c,0,-6.957885687,-2.637670223,0.00790011,FALSE,2.679874285,5.158,FALSE,505.430987,,
mp-648053,NaPO3,40,Na1 P1 O3,9.962815628,9.962815628,9.962815628,95.79540824,95.79540824,142.9439947,tet,I4_1/a,0.0013445,-6.926645526,-2.606430062,0.039140272,FALSE,2.397279653,4.8428,FALSE,565.0118887,,
mp-648072,NaPO3,40,Na1 P1 O3,9.693069829,9.693069829,9.693069829,98.57500686,98.57500686,134.5709504,tet,I4_1/a,8.61E-05,-6.906664931,-2.586449467,0.059120867,FALSE,2.263294751,4.8406,TRUE,598.4600565,,
mp-864891,NaPO3,30,Na1 P1 O3,6.987333398,7.036162374,7.790898551,93.44658579,103.1214267,90.03707023,tri,P-1,0,-6.965785798,-2.645570334,0,TRUE,2.728509392,5.1185,FALSE,372.3163392,,
mp-1189520,NaPS3,20,Na1 P1 S3,7.890501,6.739701,9.132623926,89.78065042,90,90,mono,P2_1/m,0.0029257,-4.699815391,-0.865360789,0,TRUE,2.053626689,1.988,FALSE,485.6658879,,
mp-865120,NaPaO3,5,Na1 Pa1 O3,4.32748724,4.32748724,4.32748724,90,90,90,cubic,Pm-3m,0,-8.586671646,-3.440691451,0,TRUE,6.188465125,2.952,FALSE,81.04148454,"{'voigt': 132.432, 'reuss': 132.432, 'vrh': 132.432}","{'voigt': 65.18, 'reuss': 50.696, 'vrh': 57.938}"
mp-1186153,NaPbO3,5,Na1 Pb1 O3,4.303905,4.303905,4.303905,90,90,90,cubic,Pm-3m,1.0103981,-5.068154572,-1.088504399,0.308695352,FALSE,5.794279118,0,FALSE,79.72380712,,
mp-1220961,NaPdF3,20,Na1 Pd1 F3,6.636765469,6.750886613,7.312087396,63.56047824,106.5139563,88.67038306,tri,P-1,2.0000001,-9.22368,-2.044560438,0.002678904,FALSE,4.470895679,0.2924,FALSE,276.9313103,,
mp-1377793,NaPdF3,20,Na1 Pd1 F3,6.798007,6.902887007,7.518175321,117.1107111,105.718457,90.76978957,tri,P-1,1.6571301,-7.847789106,-0.668669545,1.378569798,FALSE,4.1491211,0,FALSE,298.4080167,,
mp-976968,NaPdO3,5,Na1 Pd1 O3,3.991149,3.991149,3.991149,90,90,90,cubic,Pm-3m,1.8314709,-5.041261758,-0.768164637,0.264553472,FALSE,4.633705176,0,FALSE,63.57609139,"{'voigt': 104.533, 'reuss': 104.533, 'vrh': 104.533}","{'voigt': 39.411, 'reuss': 37.451, 'vrh': 38.431}"
mp-976952,NaPuO3,5,Na1 Pu1 O3,4.20646926,4.2064804,4.20650717,90,90,90,cubic,Pm-3m,3.0000005,-9.013162424,-2.828455169,0,TRUE,7.027240892,0,FALSE,74.43174875,,
mp-976923,NaReO3,5,Na1 Re1 O3,3.887614,3.887614,3.887614,90,90,90,cubic,Pm-3m,0.0003663,-7.799296918,-2.072553318,0.041938696,FALSE,7.268790548,0,FALSE,58.75561985,"{'voigt': 211.053, 'reuss': 211.053, 'vrh': 211.053}","{'voigt': 109.429, 'reuss': 83.519, 'vrh': 96.474}"
mp-977107,NaRuO3,5,Na1 Ru1 O3,3.867457,3.867457,3.867457,90,90,90,cubic,Pm-3m,0.0047866,-6.610622938,-1.518621671,0.089076717,FALSE,4.939095336,0,FALSE,57.84641929,,
mp-20011,NaSbO3,20,Na1 Sb1 O3,7.34393749,7.34393749,7.34393749,60,60,60,cubic,Fd-3m,0.0031848,-6.064616287,-2.00169528,0.055137247,FALSE,4.571165897,1.4696,FALSE,280.0734344,,
mp-22212,NaSbO3,20,Na1 Sb1 O3,5.476474,5.535948,7.796969,90,90,90,ortho,Pnma,0.0005322,-6.027857919,-1.964936912,0.091895615,FALSE,5.416017516,1.274,TRUE,236.384415,"{'voigt': 128.998, 'reuss': 128.472, 'vrh': 128.735}","{'voigt': 96.241, 'reuss': 92.13, 'vrh': 94.186}"
mp-4482,NaSbO3,10,Na1 Sb1 O3,6.105268138,6.105268122,6.105267801,51.53023186,51.53023643,51.5302247,trig,R-3,0,-6.119753534,-2.056832527,0,TRUE,4.96876642,2.7012,FALSE,128.8309838,,
mp-752755,NaSbO3,20,Na1 Sb1 O3,5.34812049,5.40063208,8.49555347,90,90,90,ortho,Pnna,0,-6.082917436,-2.019996429,0.036836098,FALSE,5.217487862,1.438,TRUE,245.3790341,,
mp-760994,NaSbO3,30,Na1 Sb1 O3,8.105306,8.164463042,8.247577545,109.3992525,109.319359,108.4515573,tri,P-1,0.0004598,-6.054098247,-1.991177241,0.065655287,FALSE,4.503248934,2.2389,TRUE,426.4461562,,
mp-1197679,NaSeO3,40,Na1 Se1 O3,11.7122713,11.7122713,10.48761755,78.60325856,78.60325856,29.19252132,mono,C2/c,3.9976286,-5.313556653,-1.377253598,0.194034118,FALSE,2.899846966,0.333,TRUE,686.9175204,,
mp-728664,NaSeO3,40,Na1 Se1 O3,11.80637855,11.80637855,10.87838634,89.19880081,89.19880081,31.88170065,mono,C2/c,0.0012425,-5.43349812,-1.497195065,0.074092651,FALSE,2.487461221,3.0973,FALSE,800.7986901,,
mp-13673,NaSiAu3,40,Na1 Si1 Au3,8.96901855,8.96901855,8.96901855,90,90,90,cubic,Pa-3,3.00E-07,-33.12265698,-0.304091856,0,TRUE,11.82013448,0,FALSE,721.4973939,,
mp-1186167,NaSiO3,5,Na1 Si1 O3,3.561251,3.561251,3.561251,90,90,90,cubic,Pm-3m,0.0074628,-6.67670851,-2.354524145,0.258056145,FALSE,3.642492917,0,FALSE,45.16559674,,
mp-977112,NaSrO3,5,Na1 Sr1 O3,4.20833,4.20833,4.20833,90,90,90,cubic,Pm-3m,3,-4.87871639,-1.303110013,0.538816025,FALSE,3.533822552,0,FALSE,74.52969848,,
mp-3858,NaTaO3,20,Na1 Ta1 O3,5.45388623,5.51999928,7.77470694,90,90,90,ortho,Pnma,0,-8.673498564,-3.062992296,0,TRUE,7.149405594,2.6172,FALSE,234.061036,,
mp-4170,NaTaO3,5,Na1 Ta1 O3,3.947854064,3.94785413,3.947865,90,90,90.004412,cubic,Pm-3m,0,-8.645744434,-3.035238167,0.027754129,FALSE,6.799149457,2.2603,FALSE,61.52965494,"{'voigt': 201.078, 'reuss': 201.078, 'vrh': 201.078}","{'voigt': 121.349, 'reuss': 102.14, 'vrh': 111.744}"
mp-4675,NaTaO3,10,Na1 Ta1 O3,3.95914,5.477129,5.477129,90,90,90,tet,P4/mbm,0,-8.66415967,-3.053653403,0.009338894,FALSE,7.044696124,2.2798,FALSE,118.7700116,"{'voigt': 145.478, 'reuss': 134.063, 'vrh': 139.77}","{'voigt': 117.946, 'reuss': 103.496, 'vrh': 110.721}"
mp-4699,NaTaO3,20,Na1 Ta1 O3,5.491890318,5.491889829,7.82031063,90,90,90.6064677,ortho,Cmcm,0,-8.670169006,-3.059662738,0.003329558,FALSE,7.095054122,2.3891,FALSE,235.8540543,"{'voigt': 129.117, 'reuss': 126.416, 'vrh': 127.767}","{'voigt': 89.157, 'reuss': 5.724, 'vrh': 47.441}"
mp-676280,NaTaO3,40,Na1 Ta1 O3,7.571481762,7.444135581,14.78526202,59.02675537,60.28675963,59.44014064,tri,P1,0.0009037,-8.577849636,-2.967343368,0.095648928,FALSE,5.735240892,3.4067,FALSE,583.5490824,,
mp-730333,NaTaO3,40,Na1 Ta1 O3,7.42763,7.437282853,12.67246936,105.8311692,90.69964474,118.7701725,tri,P1,1.9337514,-5.485820724,0.124685543,3.18767784,FALSE,5.753044326,0,FALSE,581.7432251,,
mp-754818,NaTaO3,20,Na1 Ta1 O3,7.422917075,7.422917075,7.422917075,60,60,60,cubic,Fd-3m,0.0002081,-8.586740757,-2.97623449,0.086757807,FALSE,5.786157219,2.7139,FALSE,289.2070189,,
mp-977176,NaTcO3,5,Na1 Tc1 O3,3.81537391,3.81537391,3.81537391,90,90,90,cubic,Pm-3m,7.00E-07,-7.281313588,-1.97206504,0,TRUE,5.052351619,0,FALSE,55.54069589,"{'voigt': 190.453, 'reuss': 190.453, 'vrh': 190.453}","{'voigt': 99.159, 'reuss': 85.911, 'vrh': 92.535}"
mp-977117,NaTeO3,5,Na1 Te1 O3,4.066369,4.066369,4.066369,90,90,90,cubic,Pm-3m,0.000253,-5.449349088,-1.583567151,0.132665316,FALSE,4.904352468,0,FALSE,67.23886248,"{'voigt': 137.484, 'reuss': 137.484, 'vrh': 137.484}","{'voigt': 83.946, 'reuss': 73.576, 'vrh': 78.761}"
mp-1120777,NaTiF3,5,Na1 Ti1 F3,4.158119,4.158119,4.158119,90,90,90,cubic,Pm-3m,1.8547886,-5.915472468,-2.921142528,0.235029019,FALSE,2.953016064,0,FALSE,71.89368465,,
mp-977123,NaTiO3,5,Na1 Ti1 O3,3.902333,3.902333,3.902333,90,90,90,cubic,Pm-3m,0.9900512,-7.456027912,-2.63980875,0.089884528,FALSE,3.321188015,0,FALSE,59.42551848,"{'voigt': 138.443, 'reuss': 138.443, 'vrh': 138.443}","{'voigt': 77.839, 'reuss': 59.459, 'vrh': 68.649}"
mp-5788,NaUO3,20,Na1 U1 O3,5.74520583,5.90574039,8.26116171,90,90,90,ortho,Pnma,4,-8.782765256,-3.287362496,0,TRUE,7.322682821,0.431,TRUE,280.2986899,"{'voigt': 83.988, 'reuss': 83.478, 'vrh': 83.733}","{'voigt': 56.514, 'reuss': 51.394, 'vrh': 53.954}"
mp-1120756,NaVF3,20,Na1 V1 F3,5.42093668,5.67689025,7.79968438,90,90,90,ortho,Pnma,11.9999996,-8.424366318,-3.019422332,0,TRUE,3.623053235,2.0207,TRUE,240.0279752,,
mp-20572,NaVF3,5,Na1 V1 F3,4.167837,4.167837,4.167837,90,90,90,cubic,Pm-3m,3.0002155,-8.33301641,-2.928072425,0.091349908,FALSE,3.002924466,0.6978,FALSE,72.39893495,,
